product_url,product_code,total_sellers_qnt,seller_name,price_kzt
https://kaspi.kz/shop/p/moschino-i-love-love-edt-100-ml-atomaizer-10-ml-tualetnaja-voda-edt-110-ml-dlja-zhenschin-138047750/?c=710000000,138047750,3,Aroma Secret,28498
https://kaspi.kz/shop/p/l-occitane-neroli-orchidee-tualetnaja-voda-edt-75-ml-107419117/?c=710000000,107419117,1,L Occitane,36310
https://kaspi.kz/shop/p/prada-paradoxe-virtual-flower-parfjumernaja-voda-edp-30-ml-dlja-zhenschin-132568392/?c=710000000,132568392,5,MonAmie,37870
https://kaspi.kz/shop/p/prada-paradoxe-virtual-flower-parfjumernaja-voda-edp-30-ml-dlja-zhenschin-132568392/?c=710000000,132568392,5,Monamie kz,37870
https://kaspi.kz/shop/p/prada-paradoxe-virtual-flower-parfjumernaja-voda-edp-30-ml-dlja-zhenschin-132568392/?c=710000000,132568392,5,CosMarket,54000
https://kaspi.kz/shop/p/prada-paradoxe-virtual-flower-parfjumernaja-voda-edp-30-ml-dlja-zhenschin-132568392/?c=710000000,132568392,5,Amavi,54100
https://kaspi.kz/shop/p/prada-paradoxe-virtual-flower-parfjumernaja-voda-edp-30-ml-dlja-zhenschin-132568392/?c=710000000,132568392,5,ПАРФЮМ.KZ,79595
https://kaspi.kz/shop/p/afnan-supremacy-collectors-edition-parfjumernaja-voda-edp-100-ml-dlja-muzhchin-136453011/?c=710000000,136453011,7,AI KEN,28989
https://kaspi.kz/shop/p/afnan-supremacy-collectors-edition-parfjumernaja-voda-edp-100-ml-dlja-muzhchin-136453011/?c=710000000,136453011,7,EVADA RIDE,28997
https://kaspi.kz/shop/p/afnan-supremacy-collectors-edition-parfjumernaja-voda-edp-100-ml-dlja-muzhchin-136453011/?c=710000000,136453011,7,Aroma Secret,28999
https://kaspi.kz/shop/p/afnan-supremacy-collectors-edition-parfjumernaja-voda-edp-100-ml-dlja-muzhchin-136453011/?c=710000000,136453011,7,Love in Paris,31499
https://kaspi.kz/shop/p/afnan-supremacy-collectors-edition-parfjumernaja-voda-edp-100-ml-dlja-muzhchin-136453011/?c=710000000,136453011,7,La Belle cosmetics store,31500
https://kaspi.kz/shop/p/afnan-supremacy-collectors-edition-parfjumernaja-voda-edp-100-ml-dlja-muzhchin-136453011/?c=710000000,136453011,7,ИП АБДРАМAНОВ,35000
https://kaspi.kz/shop/p/afnan-supremacy-collectors-edition-parfjumernaja-voda-edp-100-ml-dlja-muzhchin-136453011/?c=710000000,136453011,7,Aromacrystal,33500
https://kaspi.kz/shop/p/moschino-i-love-love-edt-50-ml-atomaizer-5-ml-tualetnaja-voda-edt-55-ml-dlja-zhenschin-138047644/?c=710000000,138047644,3,PARFUM-KZ - Официальный Магазин,19960
https://kaspi.kz/shop/p/moschino-i-love-love-edt-50-ml-atomaizer-5-ml-tualetnaja-voda-edt-55-ml-dlja-zhenschin-138047644/?c=710000000,138047644,3,Aroma Secret,22999
https://kaspi.kz/shop/p/moschino-i-love-love-edt-50-ml-atomaizer-5-ml-tualetnaja-voda-edt-55-ml-dlja-zhenschin-138047644/?c=710000000,138047644,3,Love in Paris,22999
https://kaspi.kz/shop/p/yves-rocher-comme-une-evidence-parfjumernaja-voda-edp-50-ml-dlja-zhenschin-118506222/?c=710000000,118506222,1,Yves Rocher France,22560
https://kaspi.kz/shop/p/versace-man-eau-fraiche-edt-100-atomaizer-10-ml-tualetnaja-voda-edt-110-ml-dlja-muzhchin-137962138/?c=710000000,137962138,1,ИП PERFUME ART,95000
https://kaspi.kz/shop/p/marc-antoine-barrois-ganymede-parfjumernaja-voda-edp-30-ml-uniseks-103491197/?c=710000000,103491197,6,Elixir,75000
https://kaspi.kz/shop/p/marc-antoine-barrois-ganymede-parfjumernaja-voda-edp-30-ml-uniseks-103491197/?c=710000000,103491197,6,ITELL-KZ,61303
https://kaspi.kz/shop/p/marc-antoine-barrois-ganymede-parfjumernaja-voda-edp-30-ml-uniseks-103491197/?c=710000000,103491197,6,AromaLive,60311
https://kaspi.kz/shop/p/marc-antoine-barrois-ganymede-parfjumernaja-voda-edp-30-ml-uniseks-103491197/?c=710000000,103491197,6,Okey,65988
https://kaspi.kz/shop/p/marc-antoine-barrois-ganymede-parfjumernaja-voda-edp-30-ml-uniseks-103491197/?c=710000000,103491197,6,Volume beauty,74998
https://kaspi.kz/shop/p/marc-antoine-barrois-ganymede-parfjumernaja-voda-edp-30-ml-uniseks-103491197/?c=710000000,103491197,6,Forlife,75000
https://kaspi.kz/shop/p/dior-sauvage-elixir-ekstrakt-duhov-extrait-de-parfum-60-ml-dlja-muzhchin-129156051/?c=710000000,129156051,7,Perfume Home,85950
https://kaspi.kz/shop/p/dior-sauvage-elixir-ekstrakt-duhov-extrait-de-parfum-60-ml-dlja-muzhchin-129156051/?c=710000000,129156051,7,perfumeshop_astana,85100
https://kaspi.kz/shop/p/dior-sauvage-elixir-ekstrakt-duhov-extrait-de-parfum-60-ml-dlja-muzhchin-129156051/?c=710000000,129156051,7,Секрет Аромата,59800
https://kaspi.kz/shop/p/dior-sauvage-elixir-ekstrakt-duhov-extrait-de-parfum-60-ml-dlja-muzhchin-129156051/?c=710000000,129156051,7,Aroma Mir,59774
https://kaspi.kz/shop/p/dior-sauvage-elixir-ekstrakt-duhov-extrait-de-parfum-60-ml-dlja-muzhchin-129156051/?c=710000000,129156051,7,Elegance Fragrance,59777
https://kaspi.kz/shop/p/dior-sauvage-elixir-ekstrakt-duhov-extrait-de-parfum-60-ml-dlja-muzhchin-129156051/?c=710000000,129156051,7,ИП MARLEN,59785
https://kaspi.kz/shop/p/dior-sauvage-elixir-ekstrakt-duhov-extrait-de-parfum-60-ml-dlja-muzhchin-129156051/?c=710000000,129156051,7,Aromatic.kz,59787
https://kaspi.kz/shop/p/chanel-bleu-de-chanel-parfjumernaja-voda-edp-50-ml-dlja-muzhchin-17301495/?c=710000000,17301495,6,ИП PERFUME ART,50338
https://kaspi.kz/shop/p/chanel-bleu-de-chanel-parfjumernaja-voda-edp-50-ml-dlja-muzhchin-17301495/?c=710000000,17301495,6,ZARINA BEAUTY,50341
https://kaspi.kz/shop/p/chanel-bleu-de-chanel-parfjumernaja-voda-edp-50-ml-dlja-muzhchin-17301495/?c=710000000,17301495,6,INO,50343
https://kaspi.kz/shop/p/chanel-bleu-de-chanel-parfjumernaja-voda-edp-50-ml-dlja-muzhchin-17301495/?c=710000000,17301495,6,Multibrands_kz,50346
https://kaspi.kz/shop/p/chanel-bleu-de-chanel-parfjumernaja-voda-edp-50-ml-dlja-muzhchin-17301495/?c=710000000,17301495,6,EGO parf,50348
https://kaspi.kz/shop/p/chanel-bleu-de-chanel-parfjumernaja-voda-edp-50-ml-dlja-muzhchin-17301495/?c=710000000,17301495,6,Perfume Home,72592
https://kaspi.kz/shop/p/giorgio-armani-stronger-with-you-intensely-parfjumernaja-voda-edp-100-ml-dlja-muzhchin-100014430/?c=710000000,100014430,10,Aura parfum,42498
https://kaspi.kz/shop/p/giorgio-armani-stronger-with-you-intensely-parfjumernaja-voda-edp-100-ml-dlja-muzhchin-100014430/?c=710000000,100014430,10,ZARINA BEAUTY,42503
https://kaspi.kz/shop/p/giorgio-armani-stronger-with-you-intensely-parfjumernaja-voda-edp-100-ml-dlja-muzhchin-100014430/?c=710000000,100014430,10,Vellor PARFUM,42512
